Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2007-01-19,3.1607139110565186,74.25,58.09000015258789,88.62999725341797,59.369998931884766,10.40250015258789,26.700000762939453,72.31999969482422,35.020748138427734,,210.2899932861328,40.54999923706055,43.178104400634766,91.94072723388672,20.81999969482422,67.76000213623047,48.7599983215332,24.1299991607666,44.810001373291016,79.25,43.511451721191406,31.110000610351562,12.492500305175781,66.08999633789062,51.369998931884766,53.20000076293945,,34.77460861206055,46.0099983215332,48.310001373291016
2007-01-22,3.0996429920196533,75.8499984741211,58.060001373291016,85.5999984741211,58.16999816894531,10.300000190734863,26.530000686645508,71.22000122070312,34.67547607421875,,212.97000122070312,40.04999923706055,42.196136474609375,92.83938598632812,20.790000915527344,67.18000030517578,49.65999984741211,24.014999389648438,44.349998474121094,78.48999786376953,43.225189208984375,30.719999313354492,12.212499618530273,65.72000122070312,51.72999954223633,52.189998626708984,,34.77460861206055,45.79999923706055,47.959999084472656
2007-01-23,3.06071400642395,74.5999984741211,57.540000915527344,87.36000061035156,59.560001373291016,10.319999694824219,26.040000915527344,72.55999755859375,35.09967041015625,,212.63999938964844,40.43000030517578,42.386810302734375,92.81070709228516,20.549999237060547,66.5,49.83000183105469,24.059999465942383,44.849998474121094,78.8499984741211,43.635494232177734,30.739999771118164,12.095000267028809,65.63999938964844,51.810001373291016,51.470001220703125,,34.998661041259766,45.58000183105469,47.810001373291016
2007-01-24,3.0964291095733643,75.13999938964844,58.93000030517578,87.5999984741211,59.72999954223633,10.604999542236328,26.889999389648438,72.83999633789062,34.87277603149414,,220.10000610351562,40.689998626708984,42.34867477416992,93.11663818359375,20.84000015258789,67.01000213623047,50.36000061035156,24.065000534057617,44.15999984741211,79.48999786376953,44.10305404663086,31.09000015258789,12.104999542236328,65.51000213623047,51.34000015258789,51.79999923706055,,35.54011917114258,45.5099983215332,48.61000061035156
2007-01-25,3.080357074737549,74.8499984741211,57.77000045776367,86.16000366210938,59.630001068115234,10.470000267028809,26.219999313354492,71.5199966430664,34.46831130981445,,213.07000732421875,40.09000015258789,42.13893127441406,93.22179412841797,20.600000381469727,66.68000030517578,50.209999084472656,23.969999313354492,43.0,79.01000213623047,43.893131256103516,30.450000762939453,11.979999542236328,64.91999816894531,50.650001525878906,52.099998474121094,,35.00799560546875,45.13999938964844,48.150001525878906
2007-01-26,3.049285888671875,71.5,57.849998474121094,85.43000030517578,61.09000015258789,10.557499885559082,26.350000381469727,71.5,34.08357620239258,,213.5,39.939998626708984,42.07219696044922,93.16443634033203,20.530000686645508,66.06999969482422,49.70000076293945,23.915000915527344,42.93000030517578,78.69000244140625,43.88358688354492,30.600000381469727,11.899999618530273,64.86000061035156,50.65999984741211,51.540000915527344,,35.31606674194336,45.189998626708984,47.66999816894531
2007-01-29,3.0692861080169678,69.97000122070312,57.63999938964844,85.5,61.70000076293945,10.6225004196167,26.209999084472656,71.52999877929688,34.21181869506836,,211.0399932861328,39.90999984741211,42.16753387451172,94.20649719238281,20.889999389648438,66.1500015258789,49.470001220703125,23.854999542236328,43.22999954223633,78.95999908447266,43.42557144165039,30.530000686645508,12.039999961853027,64.87999725341797,50.97999954223633,51.72999954223633,,35.502777099609375,45.400001525878906,47.630001068115234
2007-01-30,3.055356979370117,70.33000183105469,58.0099983215332,86.0,62.880001068115234,10.737500190734863,26.25,73.06999969482422,34.566959381103516,,208.77999877929688,40.16999816894531,43.035099029541016,95.0,20.93000030517578,66.38999938964844,50.18000030517578,23.905000686645508,43.77000045776367,74.69999694824219,42.85305404663086,30.479999542236328,12.21875,64.58999633789062,51.599998474121094,52.209999084472656,,36.01622772216797,45.2400016784668,47.279998779296875
2007-01-31,3.061785936355591,70.37000274658203,58.220001220703125,89.55999755859375,64.06999969482422,10.957500457763672,26.6200008392334,72.87999725341797,34.69520568847656,,212.16000366210938,40.7400016784668,43.55945587158203,94.7896728515625,20.959999084472656,66.80000305175781,50.93000030517578,23.940000534057617,44.349998474121094,74.30000305175781,42.700382232666016,30.860000610351562,12.351249694824219,64.87000274658203,50.849998474121094,52.2599983215332,,35.96021270751953,45.29999923706055,47.689998626708984
2007-02-01,3.0264289379119873,69.48999786376953,58.06999969482422,91.05000305175781,64.98999786376953,11.352499961853027,26.59000015258789,74.47000122070312,34.5373649597168,,212.0,41.08000183105469,43.78826141357422,94.64627075195312,21.110000610351562,67.01000213623047,51.209999084472656,24.049999237060547,44.47999954223633,73.98999786376953,43.0629768371582,30.559999465942383,12.585000038146973,65.33999633789062,52.0,52.79999923706055,,35.474769592285156,45.7400016784668,47.779998779296875
2007-02-02,3.0267860889434814,69.44999694824219,58.15999984741211,90.05000305175781,65.25,11.6875,27.139999389648438,74.04000091552734,34.70507049560547,,213.42999267578125,40.83000183105469,44.007537841796875,94.80879211425781,21.229999542236328,66.58000183105469,50.93000030517578,24.1200008392334,44.540000915527344,73.87000274658203,42.681297302246094,30.190000534057617,12.524999618530273,65.33999633789062,52.43000030517578,52.90999984741211,,35.63347244262695,45.31999969482422,48.08000183105469
2007-02-05,2.997857093811035,69.83999633789062,58.20000076293945,90.72000122070312,64.48999786376953,11.782500267028809,27.510000228881836,73.77999877929688,34.78398895263672,,212.5500030517578,41.029998779296875,43.87406539916992,95.96558380126953,21.280000686645508,66.30000305175781,50.959999084472656,23.950000762939453,44.529998779296875,73.93000030517578,42.538169860839844,29.610000610351562,12.427499771118164,65.1500015258789,52.66999816894531,52.33000183105469,,35.55878829956055,44.900001525878906,48.52000045776367
2007-02-06,3.005357027053833,69.66000366210938,58.060001373291016,90.9800033569336,64.41999816894531,11.774999618530273,27.280000686645508,73.37000274658203,34.714935302734375,,214.64999389648438,41.27000045776367,44.44608688354492,95.45889282226562,21.309999465942383,66.0,51.0,24.024999618530273,44.77000045776367,74.2699966430664,42.595420837402344,29.510000228881836,12.646249771118164,64.58999633789062,52.7599983215332,50.9900016784668,,35.54945373535156,45.36000061035156,48.58000183105469
2007-02-07,3.0767860412597656,70.0,58.68000030517578,90.3499984741211,65.63999938964844,11.922499656677246,28.09000015258789,72.63999938964844,35.00101852416992,,213.5500030517578,41.36000061035156,44.39841842651367,95.16252136230469,21.510000228881836,65.80000305175781,51.209999084472656,24.014999389648438,44.720001220703125,74.6500015258789,42.23282241821289,29.3700008392334,12.862500190734863,64.4800033569336,52.720001220703125,51.25,,35.55878829956055,45.43000030517578,48.58000183105469
2007-02-08,3.07785701751709,69.77999877929688,58.4900016784668,89.5199966430664,65.62999725341797,11.925000190734863,28.139999389648438,73.75,34.81358337402344,,213.89999389648438,41.09000015258789,44.39841842651367,95.23900604248047,21.360000610351562,65.76000213623047,50.93000030517578,23.93000030517578,44.349998474121094,74.63999938964844,41.90839767456055,29.260000228881836,12.923749923706055,64.58999633789062,53.15999984741211,51.2400016784668,,35.42809295654297,45.7599983215332,48.310001373291016
2007-02-09,2.973928928375244,69.05000305175781,57.529998779296875,90.0,64.80000305175781,11.7524995803833,27.709999084472656,73.31999969482422,33.896141052246094,,213.27999877929688,41.0,44.08380889892578,94.216064453125,21.030000686645508,65.5999984741211,50.41999816894531,23.8799991607666,44.560001373291016,74.54000091552734,41.8129768371582,28.979999542236328,12.949999809265137,64.43000030517578,52.4900016784668,50.880001068115234,,35.194705963134766,45.43000030517578,47.970001220703125
2007-02-12,3.0314290523529053,68.48999786376953,57.0,89.19999694824219,64.5999984741211,11.84749984741211,27.540000915527344,72.31999969482422,33.46207809448242,,211.1300048828125,41.439998626708984,43.940799713134766,94.24474334716797,20.799999237060547,65.45999908447266,50.439998626708984,23.959999084472656,44.72999954223633,74.58999633789062,41.84160232543945,28.940000534057617,13.046250343322754,64.16000366210938,52.619998931884766,51.619998931884766,,35.07334518432617,45.099998474121094,47.7400016784668
2007-02-13,3.0250000953674316,68.80000305175781,57.599998474121094,89.29000091552734,64.7300033569336,12.1225004196167,27.18000030517578,72.83000183105469,34.1230354309082,,212.52999877929688,41.7599983215332,44.341217041015625,93.96749877929688,20.8700008392334,65.37999725341797,50.95000076293945,24.104999542236328,44.900001525878906,76.43000030517578,41.9370231628418,29.010000228881836,13.149999618530273,64.70999908447266,52.720001220703125,51.61000061035156,,35.51211166381836,45.04999923706055,47.97999954223633
2007-02-14,3.046428918838501,68.80000305175781,58.689998626708984,89.94000244140625,66.16000366210938,12.470000267028809,27.459999084472656,72.19000244140625,34.28087615966797,,217.39999389648438,41.72999954223633,45.32318878173828,94.83747863769531,21.139999389648438,65.8499984741211,51.41999816894531,23.940000534057617,45.02000045776367,76.83999633789062,42.04198455810547,29.399999618530273,13.172499656677246,64.87999725341797,52.970001220703125,51.63999938964844,,36.062904357910156,44.93000030517578,47.869998931884766
2007-02-15,3.0432140827178955,68.27999877929688,58.849998474121094,91.70999908447266,67.62000274658203,12.40250015258789,27.559999465942383,71.36000061035156,34.20195388793945,,216.82000732421875,41.65999984741211,45.35178756713867,94.56979370117188,21.309999465942383,65.79000091552734,51.209999084472656,23.924999237060547,44.97999954223633,76.91000366210938,41.8702278137207,29.459999084472656,13.188750267028809,64.98999786376953,52.720001220703125,53.61000061035156,,35.84818649291992,46.099998474121094,48.36000061035156
2007-02-16,3.0296430587768555,66.7300033569336,59.02000045776367,90.94000244140625,67.66999816894531,12.407500267028809,27.520000457763672,70.80999755859375,34.418983459472656,,216.9199981689453,41.439998626708984,45.59966278076172,94.63671112060547,21.229999542236328,65.51000213623047,51.25,23.934999465942383,45.31999969482422,76.83999633789062,42.25190734863281,28.739999771118164,13.287500381469727,65.06999969482422,52.72999954223633,53.95000076293945,,35.94154357910156,46.0099983215332,48.47999954223633
2007-02-20,3.067857027053833,66.3499984741211,58.709999084472656,91.02999877929688,67.93000030517578,12.357500076293945,27.65999984741211,70.12000274658203,34.57682418823242,,220.94000244140625,41.34000015258789,45.87614059448242,94.98088073730469,21.18000030517578,65.45999908447266,51.630001068115234,23.889999389648438,45.79999923706055,76.58000183105469,42.461830139160156,28.829999923706055,13.351249694824219,64.87999725341797,53.29999923706055,53.81999969482422,,35.717491149902344,46.31999969482422,50.2599983215332
2007-02-21,3.18571400642395,67.41000366210938,58.529998779296875,90.95999908447266,68.20999908447266,12.0,27.3799991607666,69.94000244140625,34.665611267089844,,220.14999389648438,41.29999923706055,46.057281494140625,94.73231506347656,20.8799991607666,65.0,51.650001525878906,23.78499984741211,45.970001220703125,76.2300033569336,41.9370231628418,29.350000381469727,13.388750076293945,64.69000244140625,53.7400016784668,53.529998779296875,,35.74549865722656,45.880001068115234,49.970001220703125
2007-02-22,3.1967859268188477,66.73999786376953,58.150001525878906,90.58000183105469,67.77999877929688,11.78499984741211,27.399999618530273,70.66999816894531,34.685340881347656,,218.97000122070312,41.18000030517578,45.94287872314453,94.16825866699219,20.969999313354492,64.77999877929688,51.63999938964844,23.649999618530273,46.04999923706055,76.3499984741211,41.22137451171875,29.389999389648438,13.5287504196167,64.70999908447266,53.7400016784668,53.720001220703125,,35.885528564453125,45.61000061035156,49.689998626708984
2007-02-23,3.1810710430145264,66.2300033569336,58.02000045776367,90.27999877929688,67.26000213623047,11.859999656677246,27.510000228881836,71.06999969482422,34.665611267089844,,216.5,40.959999084472656,45.46619415283203,93.43212127685547,20.760000228881836,64.1500015258789,51.029998779296875,23.6299991607666,46.0099983215332,76.20999908447266,40.97328186035156,28.899999618530273,13.505000114440918,64.81999969482422,53.0,53.029998779296875,,35.85752487182617,45.31999969482422,49.56999969482422
2007-02-26,3.1610710620880127,66.19999694824219,57.13999938964844,88.93000030517578,67.26000213623047,11.725000381469727,27.239999771118164,71.41000366210938,34.636016845703125,,214.0,40.790000915527344,45.39945602416992,92.64818572998047,20.850000381469727,64.30000305175781,50.810001373291016,23.860000610351562,45.79999923706055,76.12000274658203,42.4427490234375,29.06999969482422,13.478750228881836,64.44000244140625,52.900001525878906,53.209999084472656,,35.83885192871094,45.52000045776367,49.97999954223633
2007-02-27,2.997499942779541,64.25,55.59000015258789,87.19999694824219,64.83000183105469,11.25,25.709999084472656,68.58000183105469,32.65314865112305,,196.0,39.81999969482422,44.007537841796875,89.82791900634766,20.030000686645508,63.04999923706055,49.220001220703125,23.19499969482422,44.459999084472656,74.5,41.20228958129883,27.8700008392334,12.99625015258789,61.25,51.189998626708984,51.709999084472656,,34.1958122253418,44.619998931884766,48.20000076293945
2007-02-28,3.0217859745025635,64.26000213623047,56.869998931884766,87.26000213623047,64.43000030517578,10.8100004196167,25.940000534057617,68.5199966430664,33.78762435913086,,201.75,39.59000015258789,44.23634719848633,88.85277557373047,19.860000610351562,62.93000030517578,49.38999938964844,23.34000015258789,43.689998626708984,74.08000183105469,42.127864837646484,28.170000076293945,13.05875015258789,63.4900016784668,50.75,52.18000030517578,,34.914642333984375,44.70000076293945,48.310001373291016
2007-03-01,3.109286069869995,61.70000076293945,56.54999923706055,87.8499984741211,63.900001525878906,11.09000015258789,25.850000381469727,67.5999984741211,33.92573547363281,,199.66000366210938,39.45000076293945,44.036136627197266,88.21223449707031,19.59000015258789,62.45000076293945,49.20000076293945,23.260000228881836,44.099998474121094,73.66000366210938,41.975189208984375,28.09000015258789,13.161250114440918,63.68000030517578,51.220001220703125,52.7400016784668,,34.634578704833984,44.630001068115234,47.88999938964844
2007-03-02,3.0503571033477783,61.75,55.439998626708984,87.02999877929688,63.040000915527344,10.65999984741211,25.299999237060547,66.79000091552734,33.491676330566406,,195.6699981689453,39.0099983215332,43.769195556640625,86.9024887084961,19.219999313354492,61.95000076293945,48.189998626708984,22.94499969482422,43.66999816894531,73.01000213623047,42.16603088378906,27.760000228881836,12.982500076293945,63.15999984741211,50.58000183105469,54.18000030517578,,34.05577850341797,44.15999984741211,47.810001373291016
2007-03-05,3.0828568935394287,62.15999984741211,54.900001525878906,87.0199966430664,63.16999816894531,10.392499923706055,25.459999084472656,66.43000030517578,33.26477813720703,,190.0,38.66999816894531,43.73106002807617,87.77246856689453,19.110000610351562,61.83000183105469,47.540000915527344,23.145000457763672,42.90999984741211,73.16999816894531,42.22328186035156,27.549999237060547,12.807499885559082,62.790000915527344,51.08000183105469,52.959999084472656,,33.72903823852539,43.90999984741211,47.470001220703125
2007-03-06,3.1496429443359375,62.29999923706055,56.369998931884766,87.81999969482422,63.619998931884766,10.787500381469727,25.959999084472656,67.66999816894531,33.906005859375,,197.3699951171875,38.79999923706055,44.17914581298828,89.6749496459961,19.399999618530273,61.70000076293945,48.52000045776367,23.46500015258789,43.099998474121094,73.47000122070312,42.624046325683594,27.829999923706055,13.137499809265137,62.939998626708984,51.709999084472656,53.97999954223633,,34.05577850341797,44.45000076293945,48.040000915527344
2007-03-07,3.132857084274292,62.02000045776367,55.86000061035156,88.70999908447266,64.2300033569336,10.682499885559082,25.8700008392334,68.33000183105469,33.96519470214844,,195.58999633789062,38.709999084472656,44.417484283447266,89.80879211425781,19.1200008392334,61.86000061035156,48.36000061035156,23.375,43.099998474121094,73.80000305175781,41.85114669799805,27.610000610351562,13.073749542236328,62.08000183105469,50.970001220703125,53.79999923706055,,33.30894088745117,44.04999923706055,47.93000030517578
2007-03-08,3.142857074737549,62.16999816894531,56.81999969482422,88.88999938964844,64.30000305175781,10.920000076293945,26.149999618530273,68.45999908447266,34.221683502197266,,199.94000244140625,38.79999923706055,45.103912353515625,88.9101333618164,19.229999542236328,61.720001220703125,48.7400016784668,23.575000762939453,43.63999938964844,74.5199966430664,42.328243255615234,27.31999969482422,13.074999809265137,62.310001373291016,51.220001220703125,53.33000183105469,,34.05577850341797,44.619998931884766,47.880001068115234
2007-03-09,3.1417860984802246,60.86000061035156,56.900001525878906,89.51000213623047,64.4000015258789,10.742500305175781,26.079999923706055,68.47000122070312,33.906005859375,,201.6999969482422,38.66999816894531,45.02764129638672,89.17781829833984,19.100000381469727,62.13999938964844,48.81999969482422,23.78499984741211,44.150001525878906,74.7300033569336,42.566795349121094,27.290000915527344,13.231249809265137,62.15999984741211,51.68000030517578,53.0,,34.027774810791016,44.59000015258789,47.41999816894531
2007-03-12,3.2096428871154785,60.68000030517578,56.709999084472656,91.19999694824219,64.56999969482422,10.829999923706055,26.170000076293945,68.83000183105469,33.73830032348633,,202.60000610351562,38.16999816894531,45.389923095703125,89.97132110595703,19.479999542236328,61.790000915527344,48.84000015258789,23.975000381469727,44.66999816894531,75.16999816894531,42.261451721191406,27.440000534057617,13.199999809265137,62.09000015258789,51.20000076293945,53.27000045776367,,34.14913558959961,44.790000915527344,47.2599983215332
2007-03-13,3.1571431159973145,60.38999938964844,54.75,89.44999694824219,63.34000015258789,10.539999961853027,25.5,67.83999633789062,33.16613006591797,,199.02999877929688,37.349998474121094,44.69396209716797,88.63288879394531,19.1200008392334,60.77000045776367,46.70000076293945,23.530000686645508,43.47999954223633,74.7699966430664,41.38358688354492,26.719999313354492,13.074999809265137,61.16999816894531,49.59000015258789,53.0,,33.72903823852539,44.13999938964844,46.18000030517578
2007-03-14,3.2142860889434814,60.689998626708984,55.709999084472656,89.9800033569336,63.63999938964844,10.4975004196167,25.850000381469727,68.31999969482422,33.2746467590332,,200.14999389648438,37.560001373291016,44.71303176879883,89.63671112060547,19.229999542236328,60.709999084472656,47.29999923706055,23.520000457763672,43.650001525878906,75.80000305175781,41.288169860839844,27.399999618530273,13.102499961853027,61.36000061035156,49.7400016784668,53.369998931884766,,33.86906814575195,44.599998474121094,45.72999954223633
2007-03-15,3.1989290714263916,60.0099983215332,56.11000061035156,91.04000091552734,63.459999084472656,10.4350004196167,25.809999465942383,68.87000274658203,33.33383560180664,,200.88999938964844,37.4900016784668,44.78929901123047,89.34034729003906,19.139999389648438,60.529998779296875,47.70000076293945,23.540000915527344,43.470001220703125,75.98999786376953,41.211830139160156,27.280000686645508,13.207500457763672,61.90999984741211,49.900001525878906,54.04999923706055,,33.94375228881836,45.720001220703125,46.0
2007-03-16,3.1996428966522217,59.29999923706055,55.54999923706055,90.0,63.15999984741211,10.407500267028809,25.989999771118164,68.08000183105469,33.15626525878906,,199.0,37.5099983215332,44.751163482666016,89.14913940429688,19.149999618530273,60.5099983215332,47.029998779296875,23.604999542236328,43.47999954223633,75.27999877929688,41.11641311645508,27.329999923706055,13.43375015258789,61.61000061035156,50.349998474121094,53.130001068115234,,33.906410217285156,46.2599983215332,46.209999084472656
2007-03-19,3.254642963409424,59.13999938964844,56.040000915527344,90.31999969482422,64.16999816894531,10.670000076293945,26.299999237060547,69.37999725341797,33.629783630371094,,202.44000244140625,37.720001220703125,45.008575439453125,89.85659790039062,19.110000610351562,60.72999954223633,47.58000183105469,23.665000915527344,43.869998931884766,76.36000061035156,41.431297302246094,27.829999923706055,13.539999961853027,61.97999954223633,50.880001068115234,54.29999923706055,,34.307838439941406,46.529998779296875,46.59000015258789
2007-03-20,3.2671430110931396,59.43000030517578,56.2599983215332,90.16000366210938,64.86000061035156,10.779999732971191,26.34000015258789,70.05000305175781,33.915870666503906,,204.0,37.93000030517578,44.941837310791016,90.34416961669922,18.989999771118164,61.06999969482422,47.75,23.809999465942383,44.310001373291016,76.37999725341797,41.63167953491211,27.84000015258789,13.65625,62.279998779296875,51.79999923706055,54.099998474121094,,34.522552490234375,46.369998931884766,47.29999923706055
2007-03-21,3.3524999618530273,60.599998474121094,57.4900016784668,90.80000305175781,66.20999908447266,10.867500305175781,26.790000915527344,71.33999633789062,34.69520568847656,,210.9499969482422,38.7400016784668,45.47572708129883,91.16635131835938,19.34000015258789,61.220001220703125,49.04999923706055,24.1299991607666,44.61000061035156,76.9000015258789,42.22328186035156,28.520000457763672,13.606249809265137,62.959999084472656,52.65999984741211,55.029998779296875,,35.1760368347168,47.06999969482422,47.77000045776367
2007-03-22,3.3557140827178955,60.470001220703125,57.439998626708984,90.56999969482422,66.54000091552734,10.862500190734863,26.3700008392334,72.93000030517578,34.85304641723633,,210.0800018310547,38.33000183105469,45.36132049560547,91.00382232666016,19.15999984741211,60.86000061035156,48.470001220703125,24.125,44.4900016784668,77.77999877929688,42.14694595336914,28.270000457763672,13.574999809265137,63.849998474121094,52.349998474121094,55.689998626708984,,35.48410415649414,47.369998931884766,48.0099983215332
2007-03-23,3.3399999141693115,58.02000045776367,57.43000030517578,90.9800033569336,66.87999725341797,10.824999809265137,26.190000534057617,73.69999694824219,34.517635345458984,,211.88999938964844,38.220001220703125,45.485260009765625,90.85086059570312,19.270000457763672,60.5099983215332,48.52000045776367,24.024999618530273,45.04999923706055,77.97000122070312,42.41412353515625,28.020000457763672,13.631250381469727,63.79999923706055,52.4900016784668,56.5099983215332,,35.586795806884766,47.77000045776367,47.90999984741211
2007-03-26,3.4232139587402344,57.13999938964844,57.20000076293945,90.83000183105469,66.83999633789062,10.755000114440918,26.34000015258789,74.4000015258789,34.744529724121094,,211.72999572753906,37.90999984741211,45.132511138916016,90.82218170166016,19.290000915527344,60.25,48.70000076293945,24.075000762939453,45.119998931884766,77.37999725341797,42.0515251159668,28.219999313354492,13.598750114440918,63.900001525878906,51.93000030517578,56.880001068115234,,35.16669845581055,47.29999923706055,47.84000015258789
2007-03-27,3.4092860221862793,56.209999084472656,56.43000030517578,90.5199966430664,66.87999725341797,10.697500228881836,25.93000030517578,74.16999816894531,34.19208908081055,,209.8699951171875,37.34000015258789,44.55095672607422,90.56405639648438,19.059999465942383,60.029998779296875,48.56999969482422,24.010000228881836,45.040000915527344,77.16999816894531,41.65076446533203,27.719999313354492,13.321249961853027,63.27000045776367,51.869998931884766,55.849998474121094,,35.18537139892578,46.939998626708984,47.4900016784668
2007-03-28,3.3299999237060547,55.720001220703125,55.86000061035156,89.44999694824219,66.23999786376953,10.737500190734863,25.700000762939453,74.08000183105469,33.76789474487305,,206.75999450683594,36.77000045776367,43.88359832763672,90.1147232055664,18.860000610351562,60.0,47.9900016784668,23.954999923706055,44.83000183105469,76.37999725341797,41.25,27.639999389648438,13.141249656677246,63.0099983215332,51.79999923706055,54.810001373291016,,34.75593948364258,46.349998474121094,46.63999938964844
2007-03-29,3.3482139110565186,55.83000183105469,56.459999084472656,89.76000213623047,66.19000244140625,10.765000343322754,25.43000030517578,74.94999694824219,33.92573547363281,,207.1999969482422,36.81999969482422,43.797794342041016,90.41108703613281,19.09000015258789,60.34000015258789,48.5,24.05500030517578,44.869998931884766,76.08999633789062,41.9370231628418,27.75,13.12125015258789,63.2599983215332,51.81999969482422,52.84000015258789,,35.07334518432617,46.20000076293945,46.720001220703125
